id,title,depth,href
26.2.4,Summary functions,3,https://r4ds.hadley.nz/functions.html#summary-functions
26.2.5,Exercises,3,https://r4ds.hadley.nz/functions.html#exercises
26.3,Data frame functions,2,https://r4ds.hadley.nz/functions.html#data-frame-functions
26.3.1,Indirection and tidy evaluation,3,https://r4ds.hadley.nz/functions.html#indirection-and-tidy-evaluation
26.3.2,When to embrace?,3,https://r4ds.hadley.nz/functions.html#sec-embracing
26.3.3,Common use cases,3,https://r4ds.hadley.nz/functions.html#common-use-cases
26.3.4,Data-masking vs. tidy-selection,3,https://r4ds.hadley.nz/functions.html#data-masking-vs.-tidy-selection
26.3.5,Exercises,3,https://r4ds.hadley.nz/functions.html#exercises-1
26.4,Plot functions,2,https://r4ds.hadley.nz/functions.html#plot-functions
26.4.1,More variables,3,https://r4ds.hadley.nz/functions.html#more-variables
26.4.2,Combining with other tidyverse,3,https://r4ds.hadley.nz/functions.html#combining-with-other-tidyverse
26.4.3,Labeling,3,https://r4ds.hadley.nz/functions.html#labeling
26.4.4,Exercises,3,https://r4ds.hadley.nz/functions.html#exercises-2
26.5,Style,2,https://r4ds.hadley.nz/functions.html#style
26.5.1,Exercises,3,https://r4ds.hadley.nz/functions.html#exercises-3
26.6,Summary,2,https://r4ds.hadley.nz/functions.html#summary
27,Iteration,1,https://r4ds.hadley.nz/iteration.html
27.1,Introduction,2,https://r4ds.hadley.nz/iteration.html#introduction
27.1.1,Prerequisites,3,https://r4ds.hadley.nz/iteration.html#prerequisites
27.2,Modifying multiple columns,2,https://r4ds.hadley.nz/iteration.html#sec-across
27.2.1,Selecting columns with .cols,3,https://r4ds.hadley.nz/iteration.html#selecting-columns-with-.cols
27.2.2,Calling a single function,3,https://r4ds.hadley.nz/iteration.html#calling-a-single-function
27.2.3,Calling multiple functions,3,https://r4ds.hadley.nz/iteration.html#calling-multiple-functions
27.2.4,Column names,3,https://r4ds.hadley.nz/iteration.html#column-names
27.2.5,Filtering,3,https://r4ds.hadley.nz/iteration.html#filtering
27.2.6,across() in functions,3,https://r4ds.hadley.nz/iteration.html#across-in-functions
27.2.7,Vs pivot_longer(),3,https://r4ds.hadley.nz/iteration.html#vs-pivot_longer
27.2.8,Exercises,3,https://r4ds.hadley.nz/iteration.html#exercises
27.3,Reading multiple files,2,https://r4ds.hadley.nz/iteration.html#reading-multiple-files
27.3.1,Listing files in a directory,3,https://r4ds.hadley.nz/iteration.html#listing-files-in-a-directory
27.3.2,Lists,3,https://r4ds.hadley.nz/iteration.html#lists
27.3.3,purrr::map() and list_rbind(),3,https://r4ds.hadley.nz/iteration.html#purrrmap-and-list_rbind
27.3.4,Data in the path,3,https://r4ds.hadley.nz/iteration.html#sec-data-in-the-path
27.3.5,Save your work,3,https://r4ds.hadley.nz/iteration.html#save-your-work
27.3.6,Many simple iterations,3,https://r4ds.hadley.nz/iteration.html#many-simple-iterations
27.3.7,Heterogeneous data,3,https://r4ds.hadley.nz/iteration.html#heterogeneous-data
27.3.8,Handling failures,3,https://r4ds.hadley.nz/iteration.html#handling-failures
27.4,Saving multiple outputs,2,https://r4ds.hadley.nz/iteration.html#saving-multiple-outputs
27.4.1,Writing to a database,3,https://r4ds.hadley.nz/iteration.html#sec-save-database
27.4.2,Writing csv files,3,https://r4ds.hadley.nz/iteration.html#writing-csv-files
27.4.3,Saving plots,3,https://r4ds.hadley.nz/iteration.html#saving-plots
27.5,Summary,2,https://r4ds.hadley.nz/iteration.html#summary
28,A field guide to base R,1,https://r4ds.hadley.nz/base-R.html
28.1,Introduction,2,https://r4ds.hadley.nz/base-R.html#introduction
28.1.1,Prerequisites,3,https://r4ds.hadley.nz/base-R.html#prerequisites
28.2,Selecting multiple elements with [,2,https://r4ds.hadley.nz/base-R.html#sec-subset-many
28.2.1,Subsetting vectors,3,https://r4ds.hadley.nz/base-R.html#subsetting-vectors
28.2.2,Subsetting data frames,3,https://r4ds.hadley.nz/base-R.html#subsetting-data-frames
28.2.3,dplyr equivalents,3,https://r4ds.hadley.nz/base-R.html#dplyr-equivalents
28.2.4,Exercises,3,https://r4ds.hadley.nz/base-R.html#exercises
28.3,Selecting a single element with $ and [[,2,https://r4ds.hadley.nz/base-R.html#sec-subset-one
28.3.1,Data frames,3,https://r4ds.hadley.nz/base-R.html#data-frames
28.3.2,Tibbles,3,https://r4ds.hadley.nz/base-R.html#tibbles
28.3.3,Lists,3,https://r4ds.hadley.nz/base-R.html#lists
28.3.4,Exercises,3,https://r4ds.hadley.nz/base-R.html#exercises-1
28.4,Apply family,2,https://r4ds.hadley.nz/base-R.html#apply-family
28.5,for loops,2,https://r4ds.hadley.nz/base-R.html#for-loops
28.6,Plots,2,https://r4ds.hadley.nz/base-R.html#plots
28.7,Summary,2,https://r4ds.hadley.nz/base-R.html#summary
29,Quarto,1,https://r4ds.hadley.nz/quarto.html
29.1,Introduction,2,https://r4ds.hadley.nz/quarto.html#introduction
29.1.1,Prerequisites,3,https://r4ds.hadley.nz/quarto.html#prerequisites
29.2,Quarto basics,2,https://r4ds.hadley.nz/quarto.html#quarto-basics
29.2.1,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises
29.3,Visual editor,2,https://r4ds.hadley.nz/quarto.html#visual-editor
29.3.1,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-1
29.4,Source editor,2,https://r4ds.hadley.nz/quarto.html#sec-source-editor
29.4.1,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-2
29.5,Code chunks,2,https://r4ds.hadley.nz/quarto.html#code-chunks
29.5.1,Chunk label,3,https://r4ds.hadley.nz/quarto.html#chunk-label
29.5.2,Chunk options,3,https://r4ds.hadley.nz/quarto.html#chunk-options
29.5.3,Global options,3,https://r4ds.hadley.nz/quarto.html#global-options
29.5.4,Inline code,3,https://r4ds.hadley.nz/quarto.html#inline-code
29.5.5,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-3
29.6,Figures,2,https://r4ds.hadley.nz/quarto.html#sec-figures
29.6.1,Figure sizing,3,https://r4ds.hadley.nz/quarto.html#figure-sizing
29.6.2,Other important options,3,https://r4ds.hadley.nz/quarto.html#other-important-options
29.6.3,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-4
29.7,Tables,2,https://r4ds.hadley.nz/quarto.html#tables
29.7.1,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-5
29.8,Caching,2,https://r4ds.hadley.nz/quarto.html#sec-caching
29.8.1,Exercises,3,https://r4ds.hadley.nz/quarto.html#exercises-6
29.9,Troubleshooting,2,https://r4ds.hadley.nz/quarto.html#troubleshooting
29.10,YAML header,2,https://r4ds.hadley.nz/quarto.html#yaml-header
29.10.1,Self-contained,3,https://r4ds.hadley.nz/quarto.html#self-contained
29.10.2,Parameters,3,https://r4ds.hadley.nz/quarto.html#parameters
29.10.3,Bibliographies and Citations,3,https://r4ds.hadley.nz/quarto.html#bibliographies-and-citations
29.11,Workflow,2,https://r4ds.hadley.nz/quarto.html#workflow
29.12,Summary,2,https://r4ds.hadley.nz/quarto.html#summary
30,Quarto formats,1,https://r4ds.hadley.nz/quarto-formats.html
30.1,Introduction,2,https://r4ds.hadley.nz/quarto-formats.html#introduction
30.2,Output options,2,https://r4ds.hadley.nz/quarto-formats.html#output-options
30.3,Documents,2,https://r4ds.hadley.nz/quarto-formats.html#documents
30.4,Presentations,2,https://r4ds.hadley.nz/quarto-formats.html#presentations
30.5,Interactivity,2,https://r4ds.hadley.nz/quarto-formats.html#interactivity
30.5.1,htmlwidgets,3,https://r4ds.hadley.nz/quarto-formats.html#htmlwidgets
30.5.2,Shiny,3,https://r4ds.hadley.nz/quarto-formats.html#shiny
30.6,Websites and books,2,https://r4ds.hadley.nz/quarto-formats.html#websites-and-books
30.7,Other formats,2,https://r4ds.hadley.nz/quarto-formats.html#other-formats
30.8,Summary,2,https://r4ds.hadley.nz/quarto-formats.html#summary
